9	join	concat_0.tmp_0	-0.02354901329272252	0.0	1.0026313771427542	0.6490951729357808
9	update	concat_0.tmp_0	0.14744067784729362	0.11695906432748537	2.240215782985595	0.40561423594543433
10	join	concat_0.tmp_0	-0.006790094402487185	0.0	1.2123404913654037	0.6722699225763157
10	update	concat_0.tmp_0	0.1600040992660116	0.050682261208576995	2.233978328163822	0.40633845996445295
11	join	concat_0.tmp_0	-0.030726888443632205	0.0	1.042724266613837	0.6438648914082197
11	update	concat_0.tmp_0	0.15782612561097722	0.2378167641325536	2.254495472469406	0.40201808020367424
12	join	concat_0.tmp_0	-0.03324234339621689	0.0	0.786460954320501	0.6098492453627175
12	update	concat_0.tmp_0	0.1808237483715974	0.050682261208576995	2.457768027090598	0.44335308885807717
9	join	concat_0.tmp_0@GRAD@RENAME@block0@1	-1.0792715428849985e-09	0.0	2.638528155759242e-14	6.881059408490362e-08
9	join	concat_0.tmp_0@GRAD	2.226428859025876e-09	0.0	4.785956905063344e-13	1.8124629583990524e-07
9	join	concat_0.tmp_0@GRAD@RENAME@block0@0	3.305710968934041e-09	0.0	4.4137948577040213e-13	1.4869689262282886e-07
9	update	concat_0.tmp_0@GRAD	7.345097651454837e-08	0.0	3.120017389441091e-11	1.1530450472551592e-06
10	join	concat_0.tmp_0@GRAD@RENAME@block0@1	1.4287389818605144e-08	0.0	8.210224163919807e-13	3.403812863044185e-07
10	join	concat_0.tmp_0@GRAD	1.4641662436671216e-08	0.0	1.1020616856405443e-11	8.138868904826584e-07
10	join	concat_0.tmp_0@GRAD@RENAME@block0@0	3.5429018288063115e-10	0.0	9.776819197540372e-12	6.405189302391285e-07
10	update	concat_0.tmp_0@GRAD	1.7934420846496765e-07	0.0	1.9522031303027986e-09	9.023174752261057e-06
11	join	concat_0.tmp_0@GRAD@RENAME@block0@1	-2.8635771070500277e-09	0.0	3.87284993199248e-14	8.678589769379466e-08
11	join	concat_0.tmp_0@GRAD	8.466746306554777e-10	0.0	8.053996382121138e-13	2.2465505937205737e-07
11	join	concat_0.tmp_0@GRAD@RENAME@block0@0	3.710283432007759e-09	0.0	7.618497462222712e-13	1.905157455579948e-07
11	update	concat_0.tmp_0@GRAD	-1.4075153041057491e-08	0.0	7.189463396620322e-11	1.7682793462713204e-06
12	join	concat_0.tmp_0@GRAD@RENAME@block0@1	-2.767070540321984e-09	0.0	9.393605291082787e-14	1.6112058242769475e-07
12	join	concat_0.tmp_0@GRAD	7.504722569460681e-09	0.0	1.5605899708546483e-12	3.993842346894665e-07
12	join	concat_0.tmp_0@GRAD@RENAME@block0@0	1.0271780570210328e-08	0.0	1.3512727747431367e-12	3.2459537379416097e-07
12	update	concat_0.tmp_0@GRAD	9.248830579356698e-08	0.0	7.378212098650029e-11	2.60147190562337e-06
9	join	concat_1.tmp_0	0.14711442289096227	0.12475633528265107	2.2267270836713418	0.3998985634789422
9	update	concat_1.tmp_0	-0.026439456246513338	0.0	1.2553386554267365	0.825455675350709
10	join	concat_1.tmp_0	0.1596443602038501	0.050682261208576995	2.2294181106550957	0.4040060638522589
10	update	concat_1.tmp_0	-0.054779122888640806	0.0	1.6671002576877454	0.9597848981657321
11	join	concat_1.tmp_0	0.15763558913436898	0.2378167641325536	2.2443058232850914	0.39835294743076977
11	update	concat_1.tmp_0	-0.011772985071743255	0.0	1.1768445823356373	0.8136609913605484
12	join	concat_1.tmp_0	0.18054969708288177	0.050682261208576995	2.453561380514874	0.4410534246589326
12	update	concat_1.tmp_0	-0.01845100081018524	0.0	1.3271984191741495	0.8347126009259258
9	update	concat_1.tmp_0@GRAD	-3.1546439795138884e-09	0.0	7.759939218801812e-15	4.033501208298611e-08
10	update	concat_1.tmp_0@GRAD	2.5917559137709282e-08	0.0	1.3223883583529935e-12	3.9697656116249323e-07
11	update	concat_1.tmp_0@GRAD	3.16871875917969e-09	0.0	3.3374521836204696e-14	7.734726491035157e-08
12	update	concat_1.tmp_0@GRAD	5.393018879340332e-10	0.0	7.862803041729504e-14	1.3020892056067707e-07
9	join	concat_2.tmp_0	-0.026388838941739982	0.0	1.2566022053906658	0.8258825023777044
9	update	concat_2.tmp_0	0.10008608813663986	0.0851063829787234	1.977985492211747	0.5199540322089985
10	join	concat_2.tmp_0	-0.05443672900275672	0.0	1.6669979297402873	0.9596643078610064
10	update	concat_2.tmp_0	0.10150994514729787	0.03687943262411347	2.0887365100584203	0.5570642984533121
11	join	concat_2.tmp_0	-0.011707901002861565	0.0	1.1770683952822691	0.8134440437888051
11	update	concat_2.tmp_0	0.1116374316378108	0.17304964539007092	1.9667077364460275	0.5141250857953337
12	join	concat_2.tmp_0	-0.018479928579339614	0.0	1.326481067908883	0.8344328720166109
12	update	concat_2.tmp_0	0.126553178381665	0.03687943262411347	2.1577376784328464	0.5499361049105975
9	update	concat_2.tmp_0@GRAD	5.258816923105914e-08	0.0	2.270638155605571e-11	8.500091227827376e-07
